,mt,ribo,hb,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection
IGKV1-37,False,False,False,3,0.00023357664233576643,0.00023354936755892855,99.98248175182482,4.0,1.609438,3,False,0.00021401154106919347,-0.1247238021077686,-1.2494984,0,False
IGKV1-39,False,False,False,31,0.017693430656934305,0.01753872410690669,99.81897810218979,303.0,5.7170277,31,True,0.008828364439317749,2.6066156444055046,3.2702281,2,True
IGKV1D-39,False,False,False,6,0.0012846715328467154,0.0012838470484252955,99.96496350364964,22.0,3.1354942,6,False,0.0006675302390157921,0.6778479484737822,0.07937933,1,False
IGKV1D-33,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,8.73595185064766e-05,-0.9945390575857121,-2.690648,0,False
IGKV2D-29,False,False,False,6,0.0042043795620437955,0.004195565853773441,99.96496350364964,72.0,4.2904596,6,True,0.0033359876310007025,2.1865559432260957,2.5711594,1,False
IGKV2D-28,False,False,False,4,0.0007591240875912409,0.0007588360986380783,99.97664233576641,13.0,2.6390574,4,False,0.00040043082090088775,0.9160103660370529,0.47489285,0,False
IGKV1D-27,False,False,False,4,0.00023357664233576643,0.00023354936755892855,99.97664233576641,4.0,1.609438,4,False,0.000296488738315764,-0.08497213234472822,-1.1833152,0,False
IGKV2D-26,False,False,False,8,0.00046715328467153287,0.00046704420254656964,99.95328467153286,8.0,2.1972246,8,False,0.0005038451559607755,0.17837693056374773,-0.74441504,0,False
IGKV2D-24,False,False,False,5,0.00029197080291970805,0.00029192818773955307,99.97080291970802,5.0,1.7917595,5,False,0.0003771340032255961,0.3964442258401152,-0.384117,0,False
IGKV3D-20,False,False,False,7,0.00040875912408759124,0.00040867560483555794,99.95912408759125,7.0,2.0794415,7,True,0.0009738781379021854,1.5195546203651742,1.4721118,1,False
IGKV1D-16,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.00020400671427234723,0.0806988688771702,-0.34764153,0,False
IGKV1D-8,False,False,False,15,0.0022773722627737226,0.002274782980989284,99.91240875912408,39.0,3.6888795,15,False,0.0012637749734710955,0.8569732086754248,0.3766064,1,False
TEKT4,False,False,False,59,0.0035036496350364962,0.003497526153508219,99.65547445255474,60.0,4.1108737,59,False,0.0026374507101035722,0.5506405719269059,-0.12725098,0,False
AC103563.7,False,False,False,44,0.002627737226277372,0.0026242907610951756,99.74306569343065,45.0,3.8286414,44,False,0.0036249637837223537,1.029394044772748,0.6629038,1,False
MAL,False,False,False,2937,0.31176642335766425,0.27137464369511166,82.84963503649635,5339.0,8.582981,2937,False,0.23988670563970133,0.8218570736854962,0.32040942,0,False
AC103563.2,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.00010961486423986343,-0.3634470549898603,-1.641829,0,False
AC103563.9,False,False,False,29,0.0016934306569343065,0.0016919984199407654,99.83065693430657,29.0,3.4011974,29,False,0.0015107598354370583,0.211494862163726,-0.688353,0,False
MRPS5,False,False,False,3548,0.2916204379562044,0.25589758352733427,79.28175182481752,4994.0,8.516192,3547,False,0.22006641990517617,0.7734068387222727,0.24059878,0,False
ZNF514,False,False,False,640,0.0407007299270073,0.0398942650422391,96.26277372262774,697.0,6.548219,640,False,0.042480110623402276,0.9231938064434804,0.4886698,0,False
ZNF2,False,False,False,175,0.010744525547445255,0.010687213295972742,98.97810218978103,184.0,5.220356,175,False,0.010553199702347776,0.8555535969682639,0.3752787,0,False
AC092835.1,False,False,False,125,0.007416058394160584,0.007388694637307715,99.27007299270073,127.0,4.8520303,125,False,0.009820576793140086,0.9274969206953196,0.49677983,0,False
PROM2,False,False,False,7,0.00046715328467153287,0.00046704420254656964,99.95912408759125,8.0,2.1972246,7,False,0.0002850209196598105,0.13788610732182538,-0.81009525,0,False
FAHD2A,False,False,False,1158,0.08764963503649635,0.08401906995117708,93.23795620437956,1501.0,7.314553,1158,False,0.05472125489368864,0.5979079890282316,-0.05027001,0,False
AC009237.14,False,False,False,38,0.0022773722627737226,0.002274782980989284,99.77810218978102,39.0,3.6888795,38,False,0.0011926697924899286,-0.1104706056123567,-1.2214824,0,False
AC009237.15,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,7.07824298129355e-05,-0.3896985959475499,-1.1239564,0,False
LINC00342,False,False,False,2503,0.22160583941605838,0.20016625504843316,85.38394160583942,3795.0,8.241703,2503,True,0.24188819285702307,1.4521227116901578,1.3637267,2,True
ANKRD36C,False,False,False,2207,0.17202919708029196,0.158736603029067,87.1124087591241,2946.0,7.988543,2205,True,0.2303380736707213,1.574313777560847,1.5660274,2,True
GPAT2,False,False,False,113,0.007708029197080292,0.00767847411715288,99.34014598540146,132.0,4.890349,113,False,0.005537958598887233,0.4122164372268376,-0.35923803,0,False
ADRA2B,False,False,False,6,0.0003503649635036496,0.0003503036000324793,99.96496350364964,6.0,1.9459102,6,False,0.0005058071022840804,0.5465963810523338,-0.13324605,0,False
ASTL,False,False,False,11,0.0006423357664233577,0.0006421295571039668,99.93576642335766,11.0,2.4849067,11,True,0.0011066373184367387,1.2520087461322889,1.0289694,1,False
DUSP2,False,False,False,5367,1.0306569343065692,0.7083593536612176,68.65985401459854,17650.0,9.778547,5365,True,0.7960484048210512,2.173391694453367,1.7262135,2,True
STARD7,False,False,False,3377,0.3075036496350365,0.2681197082609125,80.28029197080292,5266.0,8.569216,3376,False,0.20948551987626662,0.6834629909067654,0.09195232,0,False
STARD7-AS1,False,False,False,179,0.011211678832116788,0.011149293821724813,98.95474452554744,192.0,5.26269,179,False,0.008684051008463218,0.7540147319493031,0.2061814,0,False
TMEM127,False,False,False,1386,0.09693430656934307,0.09251929487764324,91.9065693430657,1660.0,7.415175,1386,False,0.08645999146538186,0.7514267749115526,0.20390712,0,False
CIAO1,False,False,False,3340,0.2698394160583942,0.23889044842726875,80.4963503649635,4621.0,8.438582,3339,False,0.22847872002503297,0.9919797696505763,0.6023041,0,False
SNRNP200,False,False,False,5027,0.4557080291970803,0.3754924002681766,70.64525547445255,7804.0,8.96252,5027,False,0.39091203645085726,1.1443241837902876,0.38776454,0,False
AC021188.1,False,False,False,56,0.00327007299270073,0.003264737931540958,99.67299270072992,56.0,4.0430512,56,False,0.004081682760014261,0.9050300582267945,0.4589444,0,False
ITPRIPL1,False,False,False,322,0.02218978102189781,0.02194717025834001,98.11970802919708,380.0,5.9427996,322,False,0.020600364657937634,1.0012995823150872,0.6163808,1,False
NCAPH,False,False,False,799,0.09886131386861313,0.09427447443628491,95.33430656934307,1693.0,7.434848,798,False,0.030248906406233317,0.588403776633063,-0.06431073,0,False
NEURL3,False,False,False,90,0.006072992700729927,0.006054626401980172,99.47445255474453,104.0,4.65396,90,False,0.0017185759804298863,-0.5753179011753944,-1.9924872,0,False
AC013270.1,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,9.956282219152799e-05,-0.3733417007628953,-1.6581601,0,False
ARID5A,False,False,False,2114,0.14417518248175182,0.13468401277416153,87.65547445255476,2469.0,7.8119736,2114,False,0.1676845216405609,1.0977556486629867,0.777265,0,False
KANSL3,False,False,False,1013,0.06382481751824817,0.06187073217432911,94.08467153284673,1093.0,6.997596,1013,False,0.07525301293127536,1.0881539408296634,0.7617214,0,False
FER1L5,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.00012781337540859278,-0.1208235714947588,-0.7597869,0,False
LMAN2L,False,False,False,313,0.019094890510948904,0.018914871113074185,98.17226277372264,327.0,5.7930136,313,False,0.015556225304023603,0.7383131157698659,0.18194579,0,False
CNNM4,False,False,False,301,0.01845255474452555,0.01828437213824247,98.24233576642337,316.0,5.7589016,301,False,0.020841904626510793,0.8909196594885511,0.43508288,0,False
CNNM3-DT,False,False,False,23,0.001343065693430657,0.0013421645874416776,99.86569343065693,23.0,3.1780539,23,False,0.0012982217996516934,0.9285329248114302,0.49869463,0,False
CNNM3,False,False,False,1381,0.09162043795620438,0.0876632326121027,91.93576642335766,1569.0,7.358831,1381,False,0.09088501770100998,0.9077241039421117,0.46295974,0,False
ANKRD23,False,False,False,98,0.005781021897810219,0.00576437591377292,99.42773722627737,99.0,4.6051702,98,False,0.008179090150509633,1.059742815458509,0.7137738,0,False
ANKRD39,False,False,False,1411,0.09938686131386862,0.0947526255942858,91.76058394160584,1702.0,7.440147,1411,False,0.07722747496209817,0.6682240983897645,0.06635695,0,False
SEMA4C,False,False,False,474,0.029664233576642336,0.029232762277497458,97.23211678832116,508.0,6.232448,474,False,0.03928353284917831,1.0692643114925757,0.7304013,0,False
FAM178B,False,False,False,294,0.14259854014598541,0.1333050896476727,98.28321167883212,2442.0,7.800982,294,True,0.025436119045126732,1.2292949351615203,0.9962446,1,False
AC092636.1,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.0002089091800528628,0.2236583859924219,-0.6705876,0,False
FAHD2B,False,False,False,455,0.029897810218978103,0.02945958393993859,97.34306569343065,512.0,6.240276,455,False,0.02162145200943702,0.6041879988447978,-0.039904967,0,False
ANKRD36,False,False,False,1834,0.12788321167883213,0.12034261196995565,89.29051094890511,2190.0,7.6921134,1834,True,0.16784868925161617,1.2868143035691642,1.0906186,1,False
AC159540.2,False,False,False,301,0.019211678832116788,0.019029464592830593,98.24233576642337,329.0,5.799093,301,False,0.02372117826259975,1.0887261897294924,0.7619501,0,False
AC092683.1,False,False,False,1591,0.12011678832116789,0.11343295515747041,90.70948905109489,2057.0,7.62949,1591,True,0.15819486919652948,1.3656632068402097,1.2208387,2,True
AC092683.2,False,False,False,9,0.0005255474452554744,0.0005254093935632255,99.94744525547445,9.0,2.3025851,9,True,0.0014183599393228032,1.3395424940631933,1.1758983,1,False
ANKRD36B,False,False,False,1109,0.07159124087591241,0.06914468478024852,93.52408759124089,1226.0,7.1123276,1109,True,0.09576612642264944,1.2113893421038922,0.9656925,1,False
COX5B,False,False,False,9160,1.5623357664233577,0.9409192512587405,46.51094890510949,26755.0,10.194514,9160,False,0.6810027540182169,0.5260938379150805,-1.1760659,0,False
ACTR1B,False,False,False,1535,0.10143065693430657,0.09660993197340409,91.03649635036496,1737.0,7.46049,1535,False,0.09242274850481519,0.6977404188141991,0.11526098,0,False
C2orf92,False,False,False,223,0.014072992700729927,0.013974887490164428,98.6978102189781,241.0,5.488938,223,True,0.01764024437110528,1.2018911671433212,0.9504095,1,False
ZAP70,False,False,False,2377,0.17343065693430657,0.15993164375287544,86.11970802919708,2970.0,7.996654,2376,True,0.2664043830299529,1.5947830127979048,1.6003015,2,True
TMEM131,False,False,False,2688,0.20706569343065692,0.18819236766880992,84.30364963503649,3546.0,8.173858,2688,False,0.18574166044221152,0.9512593420565307,0.5349422,0,False
VWA3B,False,False,False,11,0.0006423357664233577,0.0006421295571039668,99.93576642335766,11.0,2.4849067,11,False,0.0009947187176050764,1.052696746164389,0.7010281,1,False
INPP4A,False,False,False,2679,0.19264233576642337,0.17617129579089372,84.35620437956204,3299.0,8.101678,2677,True,0.2361410661779955,1.2917153963474801,1.0984894,2,True
COA5,False,False,False,2254,0.17138686131386863,0.1581883983855005,86.83795620437957,2935.0,7.984803,2254,False,0.11345971316986284,0.5132119920918687,-0.18944786,0,False
UNC50,False,False,False,2038,0.14183941605839417,0.1326404849351905,88.0992700729927,2429.0,7.7956467,2038,False,0.10632116365458241,0.5829128526189229,-0.075480096,0,False
MGAT4A,False,False,False,4412,0.39894890510948905,0.3357211725785631,74.23649635036496,6832.0,8.829519,4412,False,0.38107235720535004,1.04401989276359,0.17985596,0,False
LINC02611,False,False,False,367,0.02475912408759124,0.024457584083180658,97.85693430656934,424.0,6.052089,367,False,0.02628519508408094,0.6605468361252591,0.05289239,0,False
KIAA1211L,False,False,False,27,0.001635036496350365,0.0016337012793989976,99.84233576642336,28.0,3.3672957,27,False,0.0014683925595182575,0.2582910570528207,-0.6125733,0,False
TSGA10,False,False,False,1038,0.0689051094890511,0.06663486242391055,93.93868613138686,1180.0,7.0741167,1037,False,0.06522517565077185,0.7506651154305419,0.20368287,0,False
C2orf15,False,False,False,141,0.008408759124087591,0.008373602454243964,99.17664233576642,144.0,4.9767337,141,False,0.009486541063977958,0.8718493049156588,0.4029882,0,False
AC079447.1,False,False,False,24,0.0014014598540145985,0.0014004787257210242,99.85985401459854,24.0,3.218876,24,False,0.001885323650604486,0.8279868850304513,0.3306272,0,False
LIPT1,False,False,False,783,0.04934306569343066,0.048164316647178684,95.42773722627737,845.0,6.7405195,783,False,0.04412220350137462,0.7100818587065817,0.1354154,0,False
MITD1,False,False,False,3254,0.25605839416058396,0.2279785591313497,80.9985401459854,4385.0,8.386173,3254,False,0.21507626359455645,0.8365457508868512,0.34481904,0,False
MRPL30,False,False,False,1233,0.08595620437956204,0.08246089323960305,92.80000000000001,1472.0,7.2950563,1233,False,0.06255036529694506,0.6153260245370834,-0.021808058,0,False
LYG2,False,False,False,70,0.004087591240875913,0.004079259735940543,99.59124087591242,70.0,4.26268,70,True,0.006720551529202352,1.2204699809066282,0.97950137,1,False
LYG1,False,False,False,54,0.003153284671532847,0.003148323496019496,99.6846715328467,54.0,4.0073333,54,False,0.004086183622725335,0.9680622863307338,0.5621057,0,False
TXNDC9,False,False,False,2370,0.18411678832116787,0.16899717038209905,86.16058394160584,3153.0,8.056427,2370,False,0.1186339211289662,0.5770055513274879,-0.0845042,0,False
EIF5B,False,False,False,6149,0.9166131386861314,0.6505596381091471,64.09343065693432,15697.0,9.661288,6148,False,0.5139114799139248,1.1280683275009977,0.35174787,0,False
REV1,False,False,False,2320,0.17821897810218978,0.16400395768425194,86.45255474452554,3052.0,8.02388,2320,False,0.15652977153278813,1.0371341290856584,0.6767891,0,False
AC018690.1,False,False,False,42,0.0024525547445255476,0.002449552140503197,99.75474452554745,42.0,3.7612002,42,False,0.0022505277877790993,0.41047411467143796,-0.35758498,0,False
AFF3,False,False,False,2787,0.3955036496350365,0.3332553892792732,83.72554744525547,6773.0,8.8208475,2787,True,0.3572426661189046,1.5487158816476798,1.3603197,2,True
AC092667.1,False,False,False,69,0.004029197080291971,0.004021101603963348,99.59708029197081,69.0,4.248495,69,False,0.0060214758825790785,1.0137034800329727,0.6374624,0,False
LINC01104,False,False,False,18,0.0010510948905109489,0.001050542877055006,99.89489051094891,18.0,2.944439,18,False,0.0009889427679156287,-0.010978090784542718,-1.057385,0,False
LONRF2,False,False,False,13,0.0008175182481751825,0.0008171842621461863,99.92408759124088,14.0,2.7080503,13,False,0.0004194297637552069,-0.1569032344089455,-1.3042179,0,False
CHST10,False,False,False,185,0.01167883211678832,0.011611160927677942,98.91970802919708,200.0,5.303305,185,False,0.009134751600701338,0.8450821625053018,0.35980704,0,False
PDCL3,False,False,False,2424,0.1793868613138686,0.16499469437796235,85.84525547445256,3072.0,8.03041,2424,False,0.1271209743370979,0.3722412590133091,-0.42315486,0,False
NPAS2,False,False,False,94,0.005781021897810219,0.00576437591377292,99.45109489051094,99.0,4.6051702,94,False,0.007149813079203358,0.7527809954118232,0.20598415,0,False
AC092168.2,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.0003032506333587772,0.37590725995193053,-0.4154225,0,False
AC016738.1,False,False,False,11,0.0006423357664233577,0.0006421295571039668,99.93576642335766,11.0,2.4849067,11,False,0.0007679246122765273,0.464723152437631,-0.26817384,0,False
RPL31,False,True,False,12666,8.86505109489051,2.2889983188722667,26.037956204379565,151814.0,11.930418,12660,False,1.998365749957248,1.6811217386755457,-0.46502188,0,False
TBC1D8,False,False,False,212,0.014014598540145985,0.013917302047748355,98.76204379562043,240.0,5.484797,211,False,0.011134147828713574,0.47839391856750163,-0.24763961,0,False
TBC1D8-AS1,False,False,False,27,0.0016934306569343065,0.0016919984199407654,99.84233576642336,29.0,3.4011974,27,False,0.0012643597641235913,0.7122065624396035,0.13850313,0,False
CNOT11,False,False,False,1565,0.10522627737226277,0.10005008990849312,90.86131386861314,1802.0,7.497207,1565,False,0.0902643243090632,0.7672451116116557,0.23000686,0,False
RNF149,False,False,False,3394,0.32899270072992703,0.28442128741348754,80.18102189781023,5634.0,8.636752,3392,False,0.30357289118834585,1.1204346911253826,0.5672165,0,False
